C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_085.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_085.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_085.jpg, 0, 0.6411003, 0, 0.9077916
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_189.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_189.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_189.jpg, 0, 0.9939294, 0, 2.117532
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_289.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_289.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_289.jpg, 0, 1, 0, 3.311023
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_391.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_391.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_391.jpg, 0, 1, 0, 4.486244
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_495.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_495.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_495.jpg, -0.08576789, 1, 0, 5.646025
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_598.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_598.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_598.jpg, -0.394881, 1, 0, 6.764562
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_701.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_701.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_701.jpg, -0.7025658, 1, 0, 7.82183
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_804.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_804.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_804.jpg, -0.9892842, 1, 0, 8.807285
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_21_906.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_21_906.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_21_906.jpg, -0.7409347, 1, 0, 9.899433
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_009.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_009.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_009.jpg, -0.3866137, 1, 0, 11.26237
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_115.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_115.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_115.jpg, -0.07347784, 1, 0, 12.19017
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_217.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_217.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_217.jpg, 0, 1, 0, 13.53176
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_319.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_319.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_319.jpg, 0, 1, 0, 14.42872
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_419.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_419.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_419.jpg, 0, 1, 0, 15.67302
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_521.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_521.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_521.jpg, 0, 1, 0, 16.48296
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_621.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_621.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_621.jpg, 0, 1, 0, 17.75091
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_721.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_721.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_721.jpg, -0.0462579, 1, 0, 18.60619
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_822.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_822.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_822.jpg, -0.3480552, 1, 0, 19.71497
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_22_923.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_22_923.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_22_923.jpg, -0.1163106, 1, 0, 20.60561
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_024.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_024.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_024.jpg, 0, 1, 0, 21.67325
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_126.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_126.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_126.jpg, 0, 1, 0, 22.61911
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_232.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_232.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_232.jpg, 0, 1, 0, 23.80555
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_332.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_332.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_332.jpg, 0, 1, 0, 24.77923
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_437.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_437.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_437.jpg, -0.0858327, 1, 0, 25.73566
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_538.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_538.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_538.jpg, -0.3936537, 1, 0, 26.59496
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_646.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_646.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_646.jpg, -0.6930237, 1, 0, 27.26826
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_754.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_754.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_754.jpg, -1, 1, 0, 27.86565
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_881.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_881.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_881.jpg, -0.8722795, 1, 0, 28.59819
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_23_986.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_23_986.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_23_986.jpg, -0.6104992, 1, 0, 29.52875
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_089.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_089.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_089.jpg, -0.2472418, 1, 0, 30.19983
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_190.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_190.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_190.jpg, 0, 1, 0, 30.17895
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_291.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_291.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_291.jpg, 0, 1, 0, 30.18963
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_398.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_398.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_398.jpg, 0.1759596, 1, 0, 30.161
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_504.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_504.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_504.jpg, 0.4605903, 1, 0, 29.95401
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_609.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_609.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_609.jpg, 0.1825621, 1, 0, 29.8616
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_714.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_714.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_714.jpg, 0, 1, 0, 30.29045
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_820.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_820.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_820.jpg, 0, 1, 0, 29.92909
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_24_919.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_24_919.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_24_919.jpg, 0, 1, 0, 29.6114
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_019.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_019.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_019.jpg, 0.0333498, 1, 0, 27.73978
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_131.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_131.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_131.jpg, 0.3903372, 1, 0, 27.99356
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_239.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_239.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_239.jpg, 0.6896837, 1, 0, 28.53757
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_344.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_344.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_344.jpg, 0.8217929, 1, 0, 29.11814
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_453.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_453.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_453.jpg, 0.4729578, 1, 0, 29.74801
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_554.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_554.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_554.jpg, 0.1694358, 1, 0, 28.07461
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_660.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_660.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_660.jpg, 0, 1, 0, 26.02157
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_762.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_762.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_762.jpg, 0, 1, 0, 23.31523
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_874.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_874.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_874.jpg, 0, 1, 0, 20.21746
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_25_979.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_25_979.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_25_979.jpg, 0, 1, 0, 20.75928
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_083.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_083.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_083.jpg, 0, 1, 0, 21.44123
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_190.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_190.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_190.jpg, -0.338358, 1, 0, 22.39997
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_293.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_293.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_293.jpg, -0.64887, 1, 0, 23.64314
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_395.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_395.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_395.jpg, -0.7215195, 1, 0, 24.40109
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_504.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_504.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_504.jpg, -0.4288398, 1, 0, 25.1005
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_604.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_604.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_604.jpg, -0.1180458, 1, 0, 25.88628
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_717.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_717.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_717.jpg, 0, 1, 0, 26.8156
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_820.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_820.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_820.jpg, 0.1712532, 1, 0, 27.58428
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_26_926.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_26_926.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_26_926.jpg, 0.4044036, 1, 0, 28.3831
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_039.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_039.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_039.jpg, 0.04253645, 1, 0, 29.43507
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_141.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_141.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_141.jpg, 0, 1, 0, 30.03744
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_244.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_244.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_244.jpg, 0, 1, 0, 30.11882
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_346.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_346.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_346.jpg, -0.0592113, 1, 0, 30.17428
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_451.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_451.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_451.jpg, -0.09613559, 1, 0, 30.07329
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_559.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_559.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_559.jpg, 0, 1, 0, 30.20917
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_660.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_660.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_660.jpg, 0, 1, 0, 30.28459
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_768.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_768.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_768.jpg, -0.06986369, 1, 0, 30.15451
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_878.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_878.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_878.jpg, 0, 1, 0, 30.19119
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_27_981.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_27_981.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_27_981.jpg, -0.2736675, 1, 0, 30.17471
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_088.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_088.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_088.jpg, -0.4154846, 1, 0, 30.17244
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_196.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_196.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_196.jpg, -0.08947881, 1, 0, 30.19193
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_308.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_308.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_308.jpg, 0, 1, 0, 30.19006
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_411.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_411.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_411.jpg, 0, 1, 0, 30.19019
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_520.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_520.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_520.jpg, 0, 1, 0, 30.19164
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_623.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_623.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_623.jpg, 0, 1, 0, 30.19058
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_724.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_724.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_724.jpg, 0, 1, 0, 30.19043
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_825.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_825.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_825.jpg, -0.1564338, 1, 0, 30.18264
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_28_925.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_28_925.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_28_925.jpg, 0, 1, 0, 30.19018
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_025.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_025.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_025.jpg, 0, 1, 0, 30.19032
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_129.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_129.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_129.jpg, 0, 1, 0, 30.19031
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_237.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_237.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_237.jpg, -0.1521783, 1, 0, 30.18482
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_337.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_337.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_337.jpg, -0.4528807, 1, 0, 30.14935
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_442.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_442.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_442.jpg, -0.3553296, 1, 0, 30.18425
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_552.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_552.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_552.jpg, -0.02361242, 1, 0, 30.18713
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_663.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_663.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_663.jpg, 0, 1, 0, 30.18933
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_14_16_23_29_773.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_14_16_23_29_773.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_14_16_23_29_773.jpg, 0, 1, 0, 30.18998
